semester1,Institution1,Program,Degree_Level_Code,CIP,Program_status,ECount,GCount
2021-2022,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,14,
2022-2023,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,14,2
2023-2024,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,16,1
2024-2025,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,18,
2014-2015,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,,
2015-2016,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,,
2016-2017,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,2,
2017-2018,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,,
2018-2019,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,1,
2019-2020,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,1,
2020-2021,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,,
2021-2022,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,1,
2022-2023,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,1,
2023-2024,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,,
2024-2025,University of the Cumberlands,Spanish Language Teacher Education,B ,13.1330,A  ,,
2014-2015,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,186,33
2015-2016,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,183,25
2016-2017,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,209,35
2017-2018,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,498,49
2018-2019,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,294,79
2019-2020,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,306,49
2020-2021,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,400,94
2021-2022,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,468,83
2022-2023,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,509,106
2023-2024,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,505,112
2024-2025,University of the Cumberlands,"Educational Administration and Supervision, Other",D ,13.0499,A  ,531,
2014-2015,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,517,248
2015-2016,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,528,261
2016-2017,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,544,314
2017-2018,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,513,292
2018-2019,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,486,323
2019-2020,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,293,229
2020-2021,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,290,196
2021-2022,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,208,195
2022-2023,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,178,176
2023-2024,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,184,169
2024-2025,University of the Cumberlands,*Teacher Leader,M ,13.0301,A  ,208,
2014-2015,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,,
2015-2016,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,,
2016-2017,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,,
2017-2018,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,,
2018-2019,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,,
2019-2020,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,,
2020-2021,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,13,1
2021-2022,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,53,19
2022-2023,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,104,43
2023-2024,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,70,43
2024-2025,University of the Cumberlands,"Educational Administration and Supervision, Other",M ,13.0499,A  ,82,
2014-2015,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,313,133
2015-2016,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,286,109
2016-2017,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,309,124
2017-2018,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,622,104
2018-2019,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,363,120
2019-2020,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,353,126
2020-2021,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,201,112
2021-2022,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,110,83
2022-2023,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,617,260
2023-2024,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,687,291
2024-2025,University of the Cumberlands,"Special Education and Teaching, General.",M ,13.1001,A  ,701,
2014-2015,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,297,108
2015-2016,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,289,98
2016-2017,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,314,93
2017-2018,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,344,116
2018-2019,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,370,113
2019-2020,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,365,136
2020-2021,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,396,165
2021-2022,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,363,155
2022-2023,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,341,165
2023-2024,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,323,147
2024-2025,University of the Cumberlands,Counselor Education/School Counseling and Guidance Services,M ,13.1101,A  ,341,
2014-2015,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,272,85
2015-2016,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,254,89
2016-2017,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,274,82
2017-2018,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,596,92
2018-2019,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,318,117
2019-2020,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,305,93
2020-2021,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,174,92
2021-2022,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,50,44
2022-2023,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,788,230
2023-2024,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,833,303
2024-2025,University of the Cumberlands,Elementary Education and Teaching,M ,13.1202,A  ,845,
2014-2015,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,70,22
2015-2016,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,72,26
2016-2017,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,83,24
2017-2018,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,96,36
2018-2019,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,96,33
2019-2020,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,247,35
2020-2021,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,1866,123
2021-2022,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,3154,377
2022-2023,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,155,65
2023-2024,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,182,79
2024-2025,University of the Cumberlands,Junior High/Intermediate/Middle School Education and Teaching,M ,13.1203,A  ,201,
2014-2015,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,98,38
2015-2016,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,99,34
2016-2017,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,134,39
2017-2018,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,286,56
2018-2019,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,138,58
2019-2020,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,128,48
2020-2021,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,67,51
2021-2022,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,12,11
2022-2023,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,283,130
2023-2024,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,238,101
2024-2025,University of the Cumberlands,Secondary Education and Teaching,M ,13.1205,A  ,255,
2014-2015,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,10,3
2015-2016,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,12,6
2016-2017,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,14,3
2017-2018,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,11,4
2018-2019,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,25,9
2019-2020,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,18,3
2020-2021,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,7,11
2021-2022,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,2,2
2022-2023,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,29,7
2023-2024,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,31,9
2024-2025,University of the Cumberlands,Art Teacher Education,M ,13.1302,A  ,31,
2014-2015,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,26,11
2015-2016,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,26,12
2016-2017,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,23,7
2017-2018,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,23,8
2018-2019,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,28,10
2019-2020,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,23,10
2020-2021,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,13,6
2021-2022,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,2,2
2022-2023,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,56,14
2023-2024,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,61,22
2024-2025,University of the Cumberlands,Business and Innovation/Entrepreneurship Teacher Education.,M ,13.1303,A  ,58,
2014-2015,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,8,2
2015-2016,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,7,4
2016-2017,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,8,5
2017-2018,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,5,4
2018-2019,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,5,1
2019-2020,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,,1
2020-2021,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,,
2021-2022,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,,
2022-2023,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,21,
2023-2024,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,16,10
2024-2025,University of the Cumberlands,Health Teacher Education,M ,13.1307,A  ,,
2014-2015,University of the Cumberlands,Music Teacher Education,M ,13.1312,A  ,7,3
2015-2016,University of the Cumberlands,Music Teacher Education,M ,13.1312,A  ,5,3
2016-2017,University of the Cumberlands,Music Teacher Education,M ,13.1312,A  ,9,3
2017-2018,University of the Cumberlands,Music Teacher Education,M ,13.1312,A  ,12,3
2018-2019,University of the Cumberlands,Music Teacher Education,M ,13.1312,A  ,9,4
